cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,overfitting_gap_mae,overfitting_gap_r2,training_time_sec,model_name,params
65034.117560728744,1853.3453627564036,0.8965938699058219,0.007385768013837111,51497.335986299884,0.9567047933176803,75209.43248799669,68091.58013821421,0.8940792918344043,126541.47312400289,-16594.244151914325,0.06262550148327606,3.7853336334228516,XGBoost,"{""n_estimators"": 100, ""max_depth"": 6, ""learning_rate"": 0.1, ""subsample"": 0.8}"
65421.64463602703,1903.1194777872809,0.890174381101833,0.009282359844161078,54780.32793502421,0.9400463616528948,88503.44478865781,68934.41453439991,0.8866929101118355,130879.30823734071,-14154.086599375703,0.053353451541059305,3.79256534576416,LightGBM,"{""n_estimators"": 100, ""max_depth"": 10, ""learning_rate"": 0.1, ""num_leaves"": 31}"
67652.67289634277,1937.958581336461,0.8829237867399856,0.005619727027749963,31997.536973908984,0.9725904891909655,59841.579113776745,70644.578009055,0.8771374266214255,136286.31590438448,-38647.041035146016,0.09545306256954,35.6520094871521,Random Forest,"{""n_estimators"": 100, ""max_depth"": 20, ""min_samples_split"": 5, ""min_samples_leaf"": 2}"
79976.44047626808,1746.0479236512526,0.7897322660413613,0.017792883177215526,941.8955465587045,0.9992357508194403,9992.401913529287,84493.50816711127,0.7932425228366788,176796.25457591855,-83551.61262055257,0.20599322798276143,16.54227924346924,KNN (V2.3 Baseline),"{""n_neighbors"": 7, ""weights"": ""distance"", ""metric"": ""manhattan""}"
101423.31300694698,1549.042650039515,0.7922174871502622,0.01218840810950262,101014.555159479,0.7936350775506675,164198.9374055643,105266.51987934571,0.7861951777022985,179784.0651994163,-4251.964719866708,0.007439899848369014,0.5603604316711426,Ridge Regression,"{""alpha"": 1.0}"
